#separator:tab
#html:false
#notetype:N3 Vocab (drip)
#columns:Word	WordFurigana	Reading	Meaning	PartOfSpeech	Type	Sentence1	Sentence1EN	Sentence2	Sentence2EN	Sentence3	Sentence3EN	Note	Tags
#tags column:14
我慢	我慢[がまん]	がまん	patience; endurance; putting up with	noun / suru-verb	verb	痛[いた]かったが、 我慢[がまん]した。	It hurt, but I put up with it.	甘[あま]い 物[もの]を 我慢[がまん]するのは 難[むずか]しい。	Holding back from sweets is difficult.	もう 我慢[がまん]できない。	I cannot take it anymore.	Core cultural word. 我慢強い = patient/tough. Spoken: 我慢して！ = Bear with it.	N3::day03 verb
注目	注目[ちゅうもく]	ちゅうもく	attention; notice	noun / suru-verb	verb	彼[かれ]の 新[あたら]しい 映画[えいが]が 注目[ちゅうもく]されている。	His new film is attracting attention.	皆[みな]さん、こちらに 注目[ちゅうもく]してください。	Everyone, please look this way.	今[いま] 最[もっと]も 注目[ちゅうもく]を 集[あつ]めている 選手[せんしゅ]だ。	He is the player getting the most attention right now.	注目 = attention (looking at); 注意 = caution/warning. 注目を集める = draw attention.	N3::day03 verb
提出	提出[ていしゅつ]	ていしゅつ	submission; handing in	noun / suru-verb	verb	レポートを 明日[あした]までに 提出[ていしゅつ]してください。	Please submit the report by tomorrow.	書類[しょるい]の 提出[ていしゅつ] 期限[きげん]は 今週[こんしゅう]の 金曜日[きんようび]です。	The document submission deadline is this Friday.	提出[ていしゅつ]した 書類[しょるい]に 間違[まちが]いがあった。	There was a mistake in the documents I submitted.	Pairs with 締め切り and 期限 (きげん). 出す (casual) = 提出する (formal).	N3::day03 verb
予想	予想[よそう]	よそう	prediction; expectation	noun / suru-verb	verb	試験[しけん]は 予想[よそう]より 簡単[かんたん]だった。	The exam was easier than expected.	明日[あした]の 天気[てんき]は 予想[よそう]が 難[むずか]しい。	Tomorrow's weather is hard to predict.	予想[よそう] 通[どお]り、 彼[かれ]が 優勝[ゆうしょう]した。	As expected, he won the championship.	予想通り = as predicted; 予想外 = unexpected. Neutral, unlike 期待 (hope).	N3::day03 verb
想像	想像[そうぞう]	そうぞう	imagination	noun / suru-verb	verb	十年[じゅうねん] 後[ご]の 自分[じぶん]を 想像[そうぞう]してみた。	I tried imagining myself ten years from now.	想像[そうぞう]していたより、ずっと 大変[たいへん]だった。	It was far harder than I had imagined.	彼[かれ]の 気持[きも]ちは 想像[そうぞう]できる。	I can imagine how he feels.	Homophone: 創造 (creation). 想像力 = imagination (the faculty).	N3::day03 verb
成功	成功[せいこう]	せいこう	success	noun / suru-verb	verb	新[あたら]しい 商品[しょうひん]は 成功[せいこう]した。	The new product was a success.	成功[せいこう]するには 失敗[しっぱい]から 学[まな]ぶことが 必要[ひつよう]だ。	To succeed, you need to learn from failure.	手術[しゅじゅつ]は 成功[せいこう]した。	The surgery was successful.	Pair: 成功 ↔ 失敗. 実験に成功した = succeeded in the experiment (に).	N3::day03 verb
完成	完成[かんせい]	かんせい	completion	noun / suru-verb	verb	新[あたら]しい 駅[えき]が 来年[らいねん] 完成[かんせい]する 予定[よてい]だ。	The new station is scheduled to be completed next year.	やっとレポートが 完成[かんせい]した。	The report is finally finished.	この 作品[さくひん]は 完成[かんせい]まで 三年[さんねん]かかった。	This work took three years to complete.	Intransitive: it gets completed. For I completed it, use 完成させる. 未完成 = unfinished.	N3::day03 verb
感謝	感謝[かんしゃ]	かんしゃ	gratitude; thanks	noun / suru-verb	verb	助[たす]けてくれた 友達[ともだち]に 感謝[かんしゃ]している。	I am grateful to the friend who helped me.	感謝[かんしゃ]の 気持[きも]ちを 手紙[てがみ]で 伝[つた]えた。	I expressed my gratitude in a letter.	皆[みな]さんに 心[こころ]から 感謝[かんしゃ]します。	I thank you all from my heart.	Formal; spoken = ありがたい／ありがとう. 感謝の気持ち = feeling of gratitude (speech staple).	N3::day03 verb
感動	感動[かんどう]	かんどう	being deeply moved; emotion	noun / suru-verb	verb	その 映画[えいが]を 見[み]て、 感動[かんどう]して 泣[な]いた。	I watched that film and cried, I was so moved.	彼女[かのじょ]の 歌[うた]に 感動[かんどう]した。	I was moved by her singing.	感動的[かんどうてき]な 話[はなし]だった。	It was a moving story.	Takes に. Spoken: 感動した！ = That was moving / amazing.	N3::day03 verb
経験	経験[けいけん]	けいけん	experience	noun / suru-verb	verb	日本[にほん]で 働[はたら]いた 経験[けいけん]がある。	I have experience working in Japan.	失敗[しっぱい]もいい 経験[けいけん]になる。	Even failure becomes a good experience.	いろいろなことを 経験[けいけん]した 方[ほう]がいい。	It is better to experience many things.	経験を積む = build up experience. 経験者 = experienced person. 実務経験 = work experience.	N3::day03 verb
解決	解決[かいけつ]	かいけつ	solution; resolution	noun / suru-verb	verb	問題[もんだい]はまだ 解決[かいけつ]していない。	The problem has not been resolved yet.	話[はな]し 合[あ]いで 解決[かいけつ]しよう。	Let us solve it by talking.	早[はや]く 解決策[かいけつさく]を 見[み]つける 必要[ひつよう]がある。	We need to find a solution quickly.	Both 問題を解決する (solve) and 問題が解決する (be solved). 解決策 = a solution.	N3::day03 verb
集中	集中[しゅうちゅう]	しゅうちゅう	concentration; focus	noun / suru-verb	verb	うるさくて、 勉強[べんきょう]に 集中[しゅうちゅう]できない。	It is noisy and I cannot concentrate on studying.	人口[じんこう]が 都市[とし]に 集中[しゅうちゅう]している。	The population is concentrated in the cities.	集中力[しゅうちゅうりょく]が 続[つづ]かない。	I cannot keep my concentration going.	Takes に. 集中力 = concentration (ability). 集中講義 = intensive course.	N3::day03 verb
迷う	迷[まよ]う	まよう	to be lost; to hesitate; to be unable to decide	v5 intransitive	verb	道[みち]に 迷[まよ]って、 遅[おく]れてしまった。	I got lost and ended up being late.	どちらを 買[か]うか 迷[まよ]っている。	I cannot decide which one to buy.	迷[まよ]ったら、いつでも 聞[き]いてください。	If you are unsure, ask anytime.	Lost (道に迷う) and undecided (〜か迷う). 迷子 (まいご) = lost child. 迷惑 (めいわく) is a different word.	N3::day03 verb
悩む	悩[なや]む	なやむ	to worry; to be troubled; to agonize over	v5 intransitive	verb	将来[しょうらい]のことで 悩[なや]んでいる。	I am worried about the future.	一人[ひとり]で 悩[なや]まないで、 相談[そうだん]してください。	Do not agonize alone; talk to someone.	何[なに]を 食[た]べるか 悩[なや]むほどメニューが 多[おお]い。	The menu is so big that choosing what to eat is a struggle.	悩む = ongoing inner worry; 心配する = worry about someone/something. Noun: 悩み.	N3::day03 verb
断る	断[ことわ]る	ことわる	to refuse; to decline	v5 transitive	verb	上司[じょうし]の 誘[さそ]いを 断[ことわ]るのは 難[むずか]しい。	It is hard to turn down the boss's invitation.	忙[いそが]しかったので、その 仕事[しごと]は 断[ことわ]った。	I was busy, so I declined that job.	はっきり 断[ことわ]った 方[ほう]がいい。	It is better to refuse clearly.	Also: 断りもなく = without notice/permission. お断り = no thank you (sign: 勧誘お断り).	N3::day04 verb
頼る	頼[たよ]る	たよる	to rely on; to depend on	v5 intransitive	verb	困[こま]ったときは、 家族[かぞく]に 頼[たよ]っている。	When in trouble, I rely on my family.	人[ひと]に 頼[たよ]らないで、 自分[じぶん]でやってみよう。	Let us try doing it ourselves without relying on others.	地図[ちず]に 頼[たよ]らず、 道[みち]を 覚[おぼ]えた。	I memorized the route without depending on a map.	Takes に. 頼む (N4) = ask; 頼る = rely. 頼りになる = dependable.	N3::day04 verb
信じる	信[しん]じる	しんじる	to believe; to trust	v1 transitive	verb	彼[かれ]の 話[はなし]を 信[しん]じますか。	Do you believe his story?	自分[じぶん]を 信[しん]じて、 頑張[がんば]ってください。	Believe in yourself and do your best.	信[しん]じられないほど 美[うつく]しい 景色[けしき]だった。	The scenery was unbelievably beautiful.	Spoken: 信じらんない！ = Unbelievable! Noun: 信用 (しんよう) = trust.	N3::day04 verb
疑う	疑[うたが]う	うたがう	to doubt; to suspect	v5 transitive	verb	彼[かれ]がうそをついていると 疑[うたが]っている。	I suspect he is lying.	自分[じぶん]の 目[め]を 疑[うたが]った。	I doubted my own eyes.	友達[ともだち]を 疑[うたが]いたくない。	I do not want to doubt my friend.	Opposite of 信じる. 疑問 (ぎもん) = question/doubt. 目を疑う = cannot believe one's eyes.	N3::day04 verb
済む	済[す]む	すむ	to be finished; to be settled; to get by (with)	v5 intransitive	verb	用事[ようじ]が 済[す]んだら、すぐ 帰[かえ]ります。	Once my errand is done, I will come right home.	手続[てつづ]きは 十五分[じゅうごふん]で 済[す]んだ。	The procedure was done in fifteen minutes.	軽[かる]いけがで 済[す]んでよかった。	I am glad you got away with only a light injury.	V-ずに済む = manage without having to (払わずに済んだ). Same reading as 住む. Spoken: 済んだ？ = Done?	N3::day04 verb
済ませる	済[す]ませる	すませる	to finish; to get (something) done; to make do with	v1 transitive	verb	昼[ひる]ご 飯[はん]はパンで 済[す]ませた。	I made do with bread for lunch.	先[さき]に 宿題[しゅくだい]を 済[す]ませてから 遊[あそ]ぼう。	Let us finish homework first, then play.	会計[かいけい]はもう 済[す]ませました。	I have already settled the bill.	Pair: 済む (vi) ↔ 済ませる (vt). 済ます is an alternate form with the same meaning.	N3::day04 verb
届く	届[とど]く	とどく	to arrive (mail, goods); to reach	v5 intransitive	verb	注文[ちゅうもん]した 本[ほん]が 今日[きょう] 届[とど]いた。	The book I ordered arrived today.	棚[たな]の 上[うえ]に 手[て]が 届[とど]かない。	I cannot reach the top of the shelf.	私[わたし]の 声[こえ]がみんなに 届[とど]いてうれしい。	I am glad my voice reached everyone.	手が届く = within reach, also affordable. Pair: 届ける (vt).	N3::day04 verb
